timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
377107453,25.320257,25.319778,13.103451,13.06565,0.0,722.10205,0.94850254,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
377601040,25.320257,25.318514,18.99906,15.349905,0.0,724.4055,0.9483381,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
378106680,25.320257,25.319035,12.056893,14.261319,0.0,726.3546,0.94819885,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
378612312,25.320257,25.319407,17.15014,14.751558,0.0,728.4537,0.94804895,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
379105944,25.320257,25.318335,11.987123,14.360813,0.0,730.42615,0.9479083,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
379611453,25.320257,25.319004,9.928893,11.125971,0.0,731.6787,0.94781876,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
380117076,25.320257,25.319445,12.545287,10.883345,0.0,733.1622,0.9477127,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
380609032,25.320257,25.319721,6.928761,11.156355,0.0,734.76636,0.94759816,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
381114702,25.320257,25.31991,8.986991,9.226006,0.0,735.8173,0.94752294,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
381620265,25.320257,25.320032,11.045221,9.267923,0.0,737.0943,0.9474318,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
382113823,25.320257,25.32011,11.533614,10.867664,0.0,738.7467,0.94731385,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
382619486,25.320257,25.320185,12.754598,10.699081,0.0,740.2187,0.9472086,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
